CustomerID,Recency,Frequency,Monetary,Unique_Products
13601.0,45,2,693.32,90
13602.0,65,1,428.89,23
13603.0,26,1,164.34,27
13606.0,29,3,276.75,40
13607.0,40,1,675.51,93
13610.0,12,7,1082.33,165
13611.0,89,3,1154.4,67
13614.0,24,4,1585.46,171
13615.0,319,1,417.69,23
13617.0,40,3,544.18,31
13618.0,174,1,177.34,13
13621.0,117,1,213.85,19
13623.0,31,5,727.74,75
13626.0,253,1,257.23,19
13627.0,59,5,1638.47,84
13629.0,23,11,7792.36,28
13630.0,5,7,2031.78,51
13631.0,100,11,3070.42,6
13632.0,25,5,2118.93,121
13634.0,33,5,1547.3600000000001,156
13635.0,68,1,1071.03,62
13636.0,37,5,949.12,57
13637.0,52,3,803.05,78
13638.0,16,1,122.64,8
13639.0,74,1,1033.34,39
13642.0,216,1,312.28,57
13643.0,31,3,519.44,24
13644.0,16,4,2624.26,144
13645.0,120,1,252.1,5
13647.0,10,4,1648.1200000000001,65
13649.0,257,2,346.6,23
13650.0,17,6,1836.34,79
13651.0,40,1,79.2,5
13652.0,46,3,1095.08,48
13654.0,43,6,2707.33,157
13655.0,114,2,932.97,52
13656.0,165,2,379.65,49
13657.0,11,2,367.14,15
13658.0,10,5,2639.17,91
13659.0,206,2,1563.0,92
13662.0,86,3,881.26,50
13663.0,179,1,189.47,13
13666.0,60,3,84.65,12
13667.0,149,1,299.05,82
13669.0,51,2,218.55,9
13670.0,75,1,349.7,25
13672.0,301,2,186.39000000000001,4
13673.0,19,2,387.44,47
13675.0,151,2,486.82000000000005,25
13678.0,152,1,232.6,16
13680.0,1,4,3719.12,164
13681.0,18,4,827.83,37
13682.0,187,1,59.5,3
13684.0,286,1,65.13,29
13685.0,3,7,3119.44,29
13686.0,183,1,72.0,8
13689.0,63,1,910.0,6
13690.0,59,1,172.25,9
13692.0,25,3,1488.32,48
13695.0,31,15,2444.13,45
13697.0,39,1,151.29999999999998,12
13699.0,155,1,308.58000000000004,14
13700.0,26,10,2248.63,139
13703.0,318,1,99.5,1
13704.0,5,9,2308.06,111
13705.0,8,3,711.86,25
13706.0,303,1,330.79,20
13707.0,267,2,806.41,48
13708.0,271,1,283.33,48
13709.0,4,13,6307.650000000001,244
13710.0,32,1,180.48,8
13711.0,219,2,252.06,11
13712.0,247,1,228.84,10
13715.0,281,5,1077.39,89
13716.0,269,1,138.28,21
13717.0,32,6,1445.01,92
13718.0,246,2,306.55,9
13719.0,15,5,1041.68,56
13720.0,117,4,784.9,41
13721.0,36,1,524.14,28
13722.0,132,3,2375.41,75
13723.0,217,1,199.85000000000002,6
13725.0,50,8,1980.56,95
13726.0,39,2,1079.6599999999999,39
13727.0,29,2,333.48,19
13728.0,37,6,1016.14,38
13730.0,136,2,752.6,38
13731.0,219,2,610.59,36
13732.0,28,1,491.86,33
13735.0,25,4,2883.54,158
13736.0,5,2,729.8,166
13737.0,200,1,339.59999999999997,29
13739.0,18,1,216.9,3
13740.0,241,1,350.75,23
13741.0,72,3,668.4300000000001,34
13742.0,17,12,3107.87,200
13743.0,3,7,1341.6,8
13744.0,95,2,1080.52,54
13745.0,162,1,300.04,25
13747.0,374,1,79.6,1
13748.0,96,5,948.25,24
13750.0,54,5,1647.26,20
13751.0,288,1,296.25,9
13752.0,124,6,1145.38,63
13753.0,288,1,741.26,35
13754.0,152,2,282.59999999999997,11
13755.0,4,9,2108.06,232
13756.0,2,14,5189.52,66
13758.0,12,7,3190.55,104
13759.0,33,2,659.4100000000001,24
13760.0,54,2,286.79,50
13761.0,50,2,1070.65,68
13762.0,219,1,306.72,7
13763.0,63,1,1714.96,15
13764.0,71,3,1516.42,182
13769.0,2,10,2796.51,73
13771.0,64,4,2634.45,114
13772.0,34,3,1122.63,141
13774.0,82,1,345.0,22
13778.0,103,1,178.7,9
13780.0,7,2,360.01,56
13781.0,251,1,127.84,17
13782.0,13,6,908.86,96
13784.0,10,11,2462.79,9
13786.0,367,1,230.39999999999998,7
13787.0,76,2,309.04,24
13790.0,4,1,348.8,45
13791.0,128,2,1516.0,7
13792.0,66,2,195.55,13
13799.0,117,2,688.86,32
13800.0,310,1,558.32,33
13801.0,67,1,324.8,23
13802.0,139,3,4599.42,55
13803.0,255,1,277.07,17
13804.0,31,7,2588.39,124
13805.0,52,2,924.6,10
13806.0,64,1,256.38,10
13807.0,367,1,112.6,7
13808.0,6,5,1747.66,70
13809.0,305,1,155.05,11
13810.0,29,2,827.51,30
13811.0,184,2,519.75,5
13812.0,42,3,485.0,32
13813.0,40,4,1168.8600000000001,53
13814.0,92,2,1579.12,37
13815.0,22,4,3667.36,131
13816.0,24,2,499.67,24
13817.0,29,2,328.98,19
13819.0,302,3,1140.35,26
13821.0,145,2,385.64,51
13822.0,6,2,632.0,90
13823.0,19,2,957.66,39
13824.0,33,5,1698.94,34
13826.0,176,1,189.5,10
13827.0,58,3,409.8,83
13828.0,22,1,209.49,15
13831.0,16,6,2198.45,58
13832.0,19,1,52.199999999999996,3
13833.0,159,1,383.85,28
13835.0,25,4,834.57,48
13837.0,212,2,266.59000000000003,17
13838.0,6,4,674.82,144
13841.0,253,1,85.0,1
13842.0,59,9,3385.62,155
13844.0,11,1,361.62,20
13845.0,65,1,312.98,9
13846.0,25,3,865.0600000000001,55
13848.0,92,3,1255.0,3
13849.0,52,2,1537.95,97
13850.0,129,1,1595.48,93
13851.0,96,3,2651.46,77
13853.0,57,1,1090.14,23
13856.0,169,3,388.5,10
13858.0,57,1,216.17,11
13859.0,326,1,201.16,27
13860.0,1,5,1245.9,58
13862.0,18,8,2209.36,97
13863.0,248,1,305.78,20
13865.0,58,4,501.56,26
13866.0,74,1,145.67000000000002,7
13867.0,31,3,1005.09,51
13868.0,7,2,3192.54,32
13870.0,2,8,2770.94,91
13871.0,23,13,6403.25,155
13873.0,120,3,389.6,21
13874.0,358,1,540.45,18
13875.0,54,5,1786.79,79
13876.0,64,1,122.7,7
13877.0,86,1,117.24,3
13878.0,55,1,1271.57,35
13880.0,21,13,3219.77,125
13882.0,3,5,1191.13,54
13883.0,11,5,2674.48,108
13884.0,7,5,787.6,45
13885.0,189,2,506.8,28
13886.0,71,1,243.56,16
13887.0,204,1,349.55,19
13888.0,120,2,595.67,38
13889.0,93,1,416.90000000000003,15
13890.0,1,10,1883.8100000000002,74
13892.0,27,4,632.97,26
13893.0,298,1,821.1,21
13894.0,24,3,564.62,25
13895.0,28,4,2593.07,97
13897.0,50,1,311.16,17
13898.0,326,1,155.93,12
13899.0,16,2,388.52,19
13900.0,183,3,740.95,42
13901.0,72,5,2867.2,144
13904.0,37,2,332.64,24
13908.0,80,4,2319.55,103
13911.0,57,9,2580.91,120
13914.0,12,2,626.45,28
13917.0,50,2,272.04,16
13918.0,50,2,1212.8400000000001,30
13919.0,59,2,348.81,23
13922.0,352,1,172.25,7
13923.0,54,1,351.13,20
13924.0,2,6,1838.8500000000001,90
13925.0,93,4,678.25,28
13926.0,23,1,223.85000000000002,11
13927.0,75,1,348.99,21
13928.0,11,4,464.57,23
13929.0,169,2,842.65,8
13930.0,58,2,337.34,15
13931.0,96,2,1237.53,56
13932.0,295,1,307.4,16
13933.0,109,2,608.7900000000001,23
13934.0,264,1,922.1,31
13936.0,180,1,376.58,26
13937.0,169,1,158.85,9
13938.0,35,1,71.66,7
13939.0,23,3,568.55,43
13940.0,17,4,839.14,39
13941.0,22,5,5112.96,24
13946.0,79,3,561.5699999999999,11
13947.0,65,1,90.6,5
13948.0,361,1,102.0,3
13949.0,3,6,2427.32,124
13950.0,11,4,730.06,32
13951.0,176,3,674.45,38
13952.0,218,2,3251.07,119
13953.0,7,7,3515.68,8
13954.0,2,2,439.92,24
13955.0,154,2,322.96,33
13956.0,5,5,1019.27,123
13959.0,79,3,594.04,79
13960.0,21,2,230.22,11
13962.0,22,2,169.55,11
13963.0,308,4,664.54,35
13967.0,146,1,80.7,2
13971.0,19,8,2758.26,118
13972.0,71,2,190.25,15
13973.0,287,1,264.7,11
13974.0,49,1,413.59000000000003,28
13975.0,31,6,2461.2400000000002,240
13976.0,207,1,357.98,10
13978.0,15,2,196.79000000000002,14
13979.0,73,1,869.87,54
13980.0,60,1,200.14,11
13982.0,39,4,1871.81,72
13983.0,30,12,2603.43,91
13984.0,27,5,920.51,14
13985.0,4,15,7060.13,108
13986.0,17,1,320.46,12
13988.0,20,6,4147.96,188
13989.0,66,2,1266.08,33
13990.0,213,1,311.3,16
13991.0,12,6,851.88,57
13992.0,30,1,76.8,5
13993.0,43,9,3451.36,65
13994.0,4,6,2274.14,122
13995.0,15,5,1393.69,55
13999.0,10,12,3901.81,102
14000.0,211,1,635.66,15
14001.0,46,3,2043.0800000000002,34
14002.0,134,2,529.73,47
14004.0,43,7,4582.64,102
14005.0,10,5,2874.72,53
14006.0,116,3,962.19,22
14009.0,198,2,695.61,42
14012.0,278,1,328.8,11
14013.0,110,3,473.02,30
14014.0,77,1,505.18,39
14015.0,53,1,917.34,20
14019.0,47,3,1421.61,37
14020.0,17,2,642.8,37
14021.0,155,3,631.9,22
14022.0,225,1,440.0,28
14023.0,7,2,584.07,30
14024.0,122,2,327.7,16
14027.0,61,1,104.82,6
14029.0,63,2,467.66,15
14030.0,18,8,2358.84,210
14032.0,2,11,2975.59,53
14034.0,22,3,648.89,82
14035.0,29,5,1413.02,40
14036.0,285,1,626.65,38
14037.0,176,2,147.20000000000002,27
14038.0,78,3,1560.38,64
14039.0,33,1,152.2,6
14040.0,41,12,3560.32,146
14041.0,266,1,141.41,21
14044.0,27,4,646.42,165
14045.0,109,4,1659.75,4
14046.0,284,1,151.59,13
14047.0,9,5,1308.6100000000001,22
14048.0,305,1,409.93,83
14049.0,17,4,5578.72,348
14050.0,32,2,746.36,49
14052.0,20,1,225.36,56
14053.0,124,2,260.25,2
14054.0,65,1,92.46,6
14055.0,106,1,725.6400000000001,10
14057.0,24,17,6211.66,179
14059.0,267,1,183.6,8
14060.0,5,19,6140.42,86
14062.0,10,12,10464.85,60
14064.0,29,5,1334.34,59
14066.0,267,1,152.55,7
14067.0,64,2,374.7,51
14068.0,320,1,265.85,22
14071.0,4,8,1422.75,270
14073.0,32,1,151.04,13
14075.0,5,3,942.26,33
14076.0,129,1,118.67,43
14077.0,41,5,499.41999999999996,33
14078.0,102,6,1049.37,46
14079.0,125,1,375.1,12
14080.0,33,1,45.599999999999994,4
14082.0,365,1,182.25,28
14083.0,4,9,1002.9,162
14085.0,2,18,4421.29,272
14087.0,3,1,191.47,61
14089.0,57,1,158.75,13
14090.0,325,1,76.32000000000001,1
14092.0,8,14,4076.91,117
14093.0,12,1,433.86,95
14098.0,37,1,147.35,21
14099.0,16,11,3104.17,167
14100.0,138,1,191.95000000000002,24
14101.0,74,6,5976.79,15
14102.0,5,5,1105.8799999999999,35
14104.0,155,2,216.20999999999998,21
14105.0,239,1,1266.23,74
14107.0,52,7,2703.23,61
14108.0,31,2,597.91,33
14109.0,73,1,144.2,9
14110.0,4,12,5683.15,94
14111.0,14,4,677.85,9
14112.0,23,7,2915.15,117
14113.0,4,4,1840.42,26
14114.0,274,2,386.53,15
14116.0,20,5,1382.74,61
14117.0,144,1,90.0,3
14121.0,4,4,2780.15,148
14124.0,84,1,419.58000000000004,4
14125.0,11,3,2720.63,159
14126.0,8,3,691.1300000000001,13
14127.0,123,3,709.71,39
14128.0,61,2,637.5,40
14129.0,2,5,1123.8600000000001,31
14130.0,319,1,480.91,66
14132.0,2,11,3586.0299999999997,100
14133.0,130,3,605.64,25
14135.0,2,15,4690.31,95
14138.0,2,2,965.8800000000001,40
14139.0,46,1,415.82,26
14140.0,4,2,935.05,60
14141.0,3,4,915.13,27
14142.0,373,1,311.81,22
14143.0,134,1,115.8,7
14145.0,47,4,3742.2,6
14146.0,9,5,4191.0,183
14147.0,78,2,483.4,4
14148.0,234,1,157.2,3
14149.0,221,1,446.62,28
14150.0,36,2,658.64,23
14152.0,75,2,621.29,47
14154.0,239,2,1345.62,52
14155.0,266,1,118.75,6
14157.0,20,2,424.89000000000004,45
14158.0,40,1,507.66,41
14161.0,216,3,1097.6200000000001,87
14162.0,174,2,289.36,25
14163.0,87,4,2445.91,36
14164.0,71,2,1631.77,28
14165.0,276,1,120.44,23
14167.0,39,4,562.59,27
14171.0,98,1,363.79,57
14173.0,11,4,450.84,28
14174.0,33,1,134.46,26
14175.0,60,3,3222.3,139
14176.0,297,4,576.9000000000001,28
14177.0,86,4,549.46,37
14178.0,9,7,1580.26,190
14179.0,41,2,701.57,135
14184.0,67,1,452.89,24
14185.0,331,1,197.65,3
14188.0,31,6,2054.36,34
14189.0,2,15,4654.08,176
14191.0,2,13,4684.76,145
14193.0,68,2,853.39,35
14195.0,202,2,1012.0,7
14196.0,107,1,335.52,6
14198.0,18,4,701.4,35
14199.0,218,1,185.39999999999998,2
14201.0,60,7,747.44,32
14204.0,2,1,150.61,36
14205.0,17,2,466.7,23
14206.0,239,1,328.15999999999997,20
14208.0,95,1,151.74,10
14209.0,11,6,2073.43,55
14210.0,106,6,1905.8400000000001,66
14211.0,53,9,2241.1,87
14212.0,90,1,1070.48,9
14214.0,31,5,1004.38,64
14215.0,12,6,1789.72,98
14216.0,3,4,1824.3,46
14217.0,2,17,2004.98,78
14218.0,43,1,169.48000000000002,12
14219.0,4,1,89.94,7
14220.0,247,2,632.4,21
14221.0,42,9,3432.8,123
14222.0,177,1,683.17,41
14223.0,92,3,991.13,50
14224.0,110,4,1009.73,105
14226.0,29,5,2214.79,64
14227.0,26,10,3350.96,117
14229.0,52,3,1547.2,29
14231.0,184,3,925.71,47
14232.0,43,5,2048.07,81
14233.0,49,4,1462.72,30
14234.0,22,4,754.12,122
14235.0,75,5,3144.86,65
14236.0,81,2,490.86,15
14237.0,373,1,161.0,9
14238.0,326,1,146.85,8
14239.0,43,11,2380.85,83
14240.0,30,2,890.34,37
14241.0,184,1,213.70000000000002,10
14242.0,235,2,280.55,13
14243.0,9,10,2588.77,99
14245.0,220,2,1693.45,107
14246.0,111,3,1474.06,57
14247.0,278,1,136.76999999999998,19
14248.0,318,1,302.58,8
14250.0,7,3,1904.05,94
14251.0,2,5,2879.7000000000003,37
14256.0,260,2,969.0600000000001,51
14257.0,64,5,3099.7200000000003,88
14258.0,9,9,12669.98,58
14259.0,142,1,120.0,5
14261.0,51,2,1163.45,52
14262.0,8,8,2618.23,87
14264.0,155,2,333.97,15
14265.0,109,2,530.18,31
14267.0,163,3,1516.24,25
14270.0,332,1,492.65000000000003,29
14271.0,226,1,112.32,10
14272.0,74,2,437.96,33
14273.0,51,4,559.97,22
14276.0,99,3,1119.74,52
14277.0,15,3,4152.0,194
14280.0,197,1,134.04,8
14282.0,3,15,3701.44,70
14284.0,31,2,595.25,24
14285.0,21,4,1910.01,18
14286.0,24,3,4628.75,220
14287.0,8,3,176.63,9
14288.0,213,1,426.6,16
14289.0,9,6,911.26,33
14290.0,11,5,2314.65,89
14291.0,2,11,3883.25,145
14292.0,8,9,4871.93,64
14293.0,3,4,1046.56,51
14295.0,40,1,166.20000000000002,5
14297.0,18,4,1305.33,48
14299.0,8,9,3965.62,94
14300.0,19,1,43.2,3
14301.0,117,1,640.14,13
14304.0,223,1,383.45,17
14305.0,71,3,1843.96,95
14306.0,51,2,2093.32,33
14307.0,89,6,2995.72,150
14309.0,8,9,2352.53,74
14311.0,243,1,310.26,20
14312.0,47,6,1611.59,74
14314.0,107,1,120.0,8
14315.0,45,6,2481.13,64
14317.0,65,1,508.58000000000004,24
14320.0,207,2,477.79,29
14321.0,11,5,1530.75,111
14323.0,115,2,605.0600000000001,32
14326.0,242,1,183.85,8
14327.0,163,1,311.65,12
14329.0,17,7,4975.24,218
14331.0,124,2,462.65999999999997,27
14332.0,23,3,840.21,22
14333.0,68,1,415.2,15
14334.0,17,8,2552.21,98
14335.0,16,2,454.86,55
14336.0,17,4,1614.91,77
14338.0,161,2,588.22,30
14339.0,243,1,309.52,14
14340.0,219,1,134.7,6
14341.0,45,8,2166.98,109
14342.0,21,4,668.5600000000001,18
14344.0,127,8,889.9300000000001,56
14345.0,39,1,108.97999999999999,6
14346.0,121,2,1021.58,55
14348.0,260,1,409.57,18
14349.0,10,1,133.5,31
14350.0,274,1,282.93,18
14351.0,165,1,51.0,1
14352.0,157,4,1078.96,44
14353.0,215,1,90.6,6
14354.0,6,2,163.62,9
14355.0,366,1,174.4,11
14356.0,80,2,701.23,33
14357.0,43,1,225.12,39
14359.0,19,3,912.18,44
14360.0,32,4,2118.03,104
14362.0,22,1,151.5,37
14364.0,109,8,3717.35,61
14368.0,320,1,155.0,8
14371.0,295,1,100.5,4
14373.0,358,1,76.55,4
14375.0,185,1,235.56,57
14377.0,191,2,617.05,11
14379.0,44,2,348.1,39
14381.0,52,1,202.68,56
14382.0,26,1,615.49,121
14383.0,38,3,1247.69,49
14385.0,9,3,202.11,13
14386.0,297,1,142.4,7
14387.0,33,3,1727.6,125
14388.0,10,8,3212.84,124
14389.0,65,2,1043.46,33
14390.0,10,9,4642.57,135
14393.0,218,1,67.95,5
14395.0,2,9,3479.91,181
14396.0,65,2,487.99,71
14397.0,3,19,2612.96,18
14400.0,149,1,574.7,25
14401.0,4,13,4051.48,113
14403.0,130,4,1475.81,17
14404.0,34,6,1449.32,70
14406.0,119,1,156.75,8
14407.0,107,5,2142.73,66
14408.0,11,7,2599.03,60
14409.0,71,6,2059.4500000000003,40
14410.0,92,9,1099.27,152
14411.0,311,1,1063.0,14
14412.0,43,2,770.03,43
14413.0,362,1,121.05,22
14414.0,92,7,1496.98,79
14415.0,1,13,5855.57,283
14416.0,22,2,490.22,13
14418.0,4,3,1937.25,114
14419.0,11,6,1051.79,112
14420.0,99,1,387.52,29
14421.0,57,2,813.11,25
14422.0,1,6,4263.64,189
14423.0,218,1,265.2,3
14424.0,18,1,322.08,1
14426.0,24,10,4481.67,183
14427.0,50,2,363.34000000000003,16
14428.0,7,5,1224.06,108
14431.0,303,1,470.36,17
14432.0,10,6,2248.5,256
14434.0,22,6,1372.8,3
14436.0,99,1,89.06,9
14437.0,366,1,63.0,5
14438.0,306,1,131.9,9
14440.0,8,5,2357.6800000000003,33
14441.0,1,4,1712.89,43
14442.0,205,2,1589.82,58
14443.0,54,4,1420.2,84
14446.0,1,4,1005.55,232
14447.0,19,5,1163.23,54
14448.0,9,2,375.35,20
14449.0,19,4,885.8,201
14450.0,181,3,483.25,32
14451.0,60,2,643.9,86
14452.0,11,2,259.05,55
14453.0,190,1,119.93,22
14457.0,311,1,113.64,4
14459.0,155,1,1837.92,37
14460.0,110,3,434.34,14
14461.0,148,3,2102.67,172
14462.0,66,11,1975.57,149
14463.0,98,3,514.62,5
14465.0,247,3,1038.44,107
14466.0,29,7,2272.4,35
14467.0,18,4,596.26,67
14470.0,12,2,461.19,43
14472.0,104,8,1852.67,153
14473.0,74,2,234.34000000000003,7
14474.0,46,1,547.66,29
14475.0,72,3,925.85,35
14476.0,257,1,193.0,17
14477.0,20,4,1309.6,7
14479.0,254,2,316.25,18
14480.0,11,1,279.05,13
14481.0,165,2,636.51,25
14482.0,18,6,2022.81,110
14483.0,282,1,137.1,9
14484.0,50,1,321.92,14
14485.0,39,1,162.8,44
14487.0,27,6,1165.48,112
14488.0,68,1,1064.28,46
14489.0,207,1,463.38,30
14491.0,175,2,340.93,17
14493.0,7,5,2383.2400000000002,95
14494.0,26,1,139.56,7
14495.0,51,2,123.8,6
14496.0,312,2,538.8100000000001,16
14497.0,309,1,475.37,29
14498.0,43,5,1957.32,162
14499.0,26,3,808.44,146
14500.0,88,3,356.85,6
14501.0,184,2,251.21,9
14503.0,3,6,3543.26,113
14504.0,47,4,673.26,85
14506.0,17,5,1960.65,204
14507.0,24,6,1367.88,79
14508.0,22,2,268.05,52
14511.0,11,5,1314.81,53
14512.0,188,2,275.28,19
14513.0,101,3,455.59000000000003,11
14514.0,61,3,990.2,65
14515.0,18,6,2076.89,68
14517.0,33,2,330.45,17
14518.0,64,1,174.37,16
14520.0,2,2,270.6,3
14522.0,24,4,974.54,15
14523.0,108,1,241.09,12
14524.0,32,9,1843.83,161
14525.0,20,9,4215.9,217
14528.0,37,1,364.21999999999997,18
14529.0,60,3,578.61,177
14530.0,26,6,2862.11,140
14532.0,236,4,932.85,45
14533.0,25,7,1949.72,53
14535.0,60,3,2854.84,280
14536.0,260,1,170.95,18
14537.0,58,1,355.56,10
14538.0,65,2,388.25,19
14539.0,16,2,537.48,31
14540.0,10,3,952.66,64
14541.0,59,8,1453.35,71
14542.0,186,1,103.25,5
14543.0,29,16,3560.08,41
14544.0,24,2,2004.3,97
14546.0,5,5,2573.93,250
14547.0,4,8,3974.75,198
14548.0,151,2,652.8,2
14549.0,311,1,289.24,56
14550.0,11,2,757.37,38
14551.0,18,2,186.23,9
14552.0,152,1,164.22,57
14553.0,19,5,859.27,103
14554.0,10,4,2279.4900000000002,147
14555.0,57,2,312.54,18
14557.0,85,1,788.38,16
14560.0,7,22,2237.77,39
14561.0,76,3,1080.76,67
14562.0,4,18,5006.77,187
14565.0,96,4,2949.12,110
14566.0,111,1,1432.0,4
14567.0,57,2,1530.3600000000001,33
14569.0,1,1,227.39,10
14570.0,281,2,217.21,28
14572.0,3,7,2804.54,190
14573.0,180,9,1639.82,127
14576.0,372,1,35.400000000000006,1
14577.0,13,4,859.71,86
14578.0,3,1,168.63,24
14581.0,17,1,138.6,16
14582.0,41,1,114.11,6
14583.0,6,5,986.96,243
14584.0,169,4,1033.06,68
14585.0,50,1,157.05,29
14586.0,277,1,237.36,19
14587.0,19,9,1580.29,170
14589.0,372,1,39.75,3
14591.0,15,4,1320.21,138
14592.0,35,3,557.94,132
14593.0,22,3,617.15,127
14594.0,7,2,363.33,48
14595.0,20,6,1740.6,94
14597.0,11,2,866.24,45
14598.0,44,1,221.97,49
14600.0,306,1,393.33000000000004,25
14601.0,11,1,213.96,7
14603.0,275,1,660.0,2
14608.0,4,4,1785.15,8
14609.0,72,4,601.56,2
14616.0,243,3,406.08000000000004,2
14618.0,9,3,523.44,9
14619.0,246,1,394.44,20
14620.0,206,2,412.78000000000003,26
14621.0,1,5,1788.3600000000001,80
14622.0,185,1,320.58000000000004,21
14623.0,32,5,882.02,107
14624.0,57,2,225.85,13
14625.0,196,2,899.63,51
14626.0,24,4,2791.27,108
14628.0,91,2,671.96,22
14629.0,4,2,955.26,133
14631.0,51,3,1006.98,38
14632.0,263,1,114.56,8
14633.0,266,1,344.90000000000003,20
14636.0,36,2,609.85,27
14638.0,51,1,443.6,16
14639.0,52,6,2984.49,138
14640.0,24,6,2107.38,87
14641.0,22,1,110.46,7
14642.0,59,1,96.12,2
14643.0,170,2,693.8100000000001,30
14644.0,68,2,830.76,26
14645.0,157,2,597.09,28
14647.0,201,1,236.04000000000002,24
14649.0,5,4,1402.59,148
14651.0,67,2,653.75,95
14652.0,77,1,114.18,29
14653.0,1,7,1916.7,153
14655.0,8,4,1932.23,35
14656.0,169,2,291.05,73
14657.0,18,4,848.22,103
14658.0,5,2,247.15,27
14659.0,9,9,2529.93,147
14660.0,87,2,285.74,24
14661.0,27,1,107.95,4
14662.0,29,4,741.37,143
14664.0,20,2,636.24,78
14665.0,61,5,1835.7,63
14666.0,24,1,179.95,13
14670.0,280,2,392.86,107
14672.0,235,2,765.55,58
14673.0,3,5,1736.4,39
14675.0,16,1,596.36,93
14676.0,31,6,2548.2400000000002,29
14681.0,71,3,498.95,6
14682.0,188,2,52.0,1
14684.0,26,5,1201.51,231
14687.0,107,1,628.38,15
14688.0,8,21,5579.1,148
14689.0,209,1,112.8,13
14690.0,44,2,355.05,40
14691.0,31,5,2114.33,50
14692.0,137,4,591.55,53
14693.0,265,1,172.9,8
14696.0,4,7,2078.95,117
14697.0,218,2,188.60999999999999,22
14698.0,2,5,1217.27,148
14699.0,214,1,109.13000000000001,8
14700.0,32,3,2195.1,80
14701.0,11,9,2526.09,268
14702.0,1,17,3251.79,196
14703.0,15,1,318.17,22
14704.0,20,7,1461.6200000000001,286
14705.0,199,1,179.0,1
14708.0,3,3,1126.37,25
14709.0,15,13,4921.04,71
14710.0,14,4,599.48,124
14711.0,10,11,2839.62,221
14712.0,29,3,917.07,21
14713.0,9,11,2662.2,146
14714.0,24,1,160.19,10
14715.0,25,4,867.38,60
14716.0,43,2,307.51,46
14719.0,2,5,1581.84,177
14720.0,6,3,663.81,34
14722.0,147,1,180.42000000000002,28
14723.0,10,6,1120.66,192
14725.0,25,1,655.58,45
14727.0,274,1,268.58,10
14730.0,1,8,1897.57,317
14731.0,47,3,380.02,38
14732.0,8,8,2702.4900000000002,105
14733.0,16,12,9585.91,102
14737.0,4,3,1164.55,15
14738.0,43,7,1314.45,39
14739.0,4,7,3902.28,47
14740.0,197,3,1448.21,85
14741.0,12,6,1400.34,35
14744.0,16,7,1084.98,20
14745.0,113,5,1220.26,46
14747.0,249,1,328.2,18
14748.0,29,5,1415.75,87
14752.0,44,1,389.64,5
14753.0,87,1,563.15,30
14754.0,45,2,638.05,38
14755.0,10,11,5010.28,128
14756.0,15,1,738.96,38
14757.0,75,1,420.5,19
14758.0,145,4,1484.06,54
14759.0,5,3,1625.97,92
14760.0,297,1,89.2,5
14761.0,59,2,255.9,11
14762.0,264,1,300.52,21
14764.0,47,1,278.3,6
14765.0,29,3,254.11,38
14766.0,8,6,2473.37,111
14768.0,17,2,192.60000000000002,4
14770.0,232,2,876.42,49
14772.0,112,1,139.26,9
14775.0,58,3,1011.9,57
14776.0,51,11,2538.3,44
14778.0,127,2,730.86,34
14779.0,281,3,386.15,40
14780.0,55,2,447.68,26
14782.0,320,1,200.10000000000002,6
14784.0,26,2,289.99,15
14785.0,10,2,77.4,2
14788.0,7,2,679.4399999999999,26
14789.0,29,1,197.64,6
14790.0,17,4,745.06,30
14792.0,64,1,6.2,2
14793.0,21,1,228.99,14
14794.0,3,7,1319.91,68
14795.0,166,1,131.45000000000002,6
14798.0,53,3,173.74,11
14799.0,51,1,157.7,13
14800.0,48,12,4331.79,246
14801.0,61,1,189.34,56
14803.0,162,3,845.55,35
14804.0,9,1,353.27,12
14805.0,15,4,546.4,30
14806.0,75,1,193.39000000000001,11
14808.0,40,8,2718.6,176
14810.0,41,11,2085.33,106
14813.0,370,2,152.88,25
14815.0,37,2,778.5,53
14816.0,197,1,271.85,4
14817.0,200,2,1010.34,51
14818.0,74,3,657.8,41
14819.0,64,2,272.07,13
14820.0,21,4,507.29,24
14821.0,367,1,48.800000000000004,2
14823.0,180,3,321.43,56
14824.0,10,4,1127.71,19
14825.0,4,12,2221.01,82
14828.0,197,3,2139.76,17
14829.0,29,4,697.55,39
14830.0,53,1,188.03,38
14834.0,18,6,1720.3,43
14836.0,10,2,99.44999999999999,4
14837.0,90,4,1649.5,96
14840.0,268,1,62.85,4
14841.0,53,6,3295.76,103
14842.0,44,4,2824.69,128
14844.0,64,4,3189.81,87
14847.0,149,1,309.4,13
14850.0,312,1,325.75,21
14851.0,23,2,511.35,28
14852.0,58,6,2836.69,96
14853.0,24,2,475.8,8
14854.0,78,7,2740.03,110
14855.0,119,2,645.65,13
14856.0,36,3,1290.53,65
14857.0,60,2,1173.12,58
14859.0,13,4,1353.74,47
14860.0,19,1,170.32,11
14861.0,52,1,125.79,6
14862.0,26,2,841.1999999999999,47
14863.0,29,1,266.76,11
14865.0,7,2,52.2,4
14867.0,186,3,710.28,31
14868.0,3,8,2953.59,96
14869.0,9,2,721.45,66
14870.0,262,1,327.25,13
14871.0,3,4,501.28000000000003,68
14873.0,210,1,519.68,28
14875.0,108,2,1465.3200000000002,46
14878.0,13,9,1476.09,62
14880.0,77,3,675.59,44
14881.0,20,1,255.4,17
14882.0,27,2,589.7,6
14883.0,19,6,761.59,39
